Predicted Fare,Residual
5673.175253558256,0.0
6690.940396773322,-511.7399999999998
4290.576195225147,0.0
4324.07877568427,-99.30000000000018
66723.69402352681,359.5200000000041
6390.8199828577,-663.5500000000002
4199.634973739533,0.0
6247.093484749354,-71.10999999999967
6224.887631491333,-4.0
69763.19510994735,0.0
4700.762650090058,175.6300000000001
51971.943848249255,-100.80000000000291
6121.474814025409,65.88000000000011
5464.695601633546,0.0
6472.431337235021,125.01000000000022
3962.794299513456,99.2199999999998
3452.026139882413,-65.17999999999984
58485.68070261646,0.0
70947.29856944425,-7395.479999999996
15351.490487205878,-9.979999999999563
5041.111932423276,-113.98999999999978
6212.105536868482,-398.0699999999997
5397.998673729008,0.0
57207.182058041726,22.400000000001455
5520.138041936758,-551.25
5698.598819213113,-42.18000000000029
56988.70468102583,-65.75
8109.153075782356,-67.64999999999964
4918.72596602325,-65.38000000000011
2159.1362538433914,0.0
2998.7754553011364,0.0
3028.9301232260195,-106.09999999999991
5256.420356326476,-56.69999999999982
5290.811775393081,-89.03999999999996
4955.26336176008,1.75
5478.600006754505,186.14000000000033
57506.39964269554,-1008.0
1838.5618066400204,0.0
3334.4806047380644,-2.0
2095.8703364225726,0.0
5902.993617621947,4.020000000000437
67174.47608405836,-7140.25
45656.16593584092,0.0
11127.856399564838,1996.1000000000004
62890.89156422598,-504.0
2228.825507712855,0.0
7665.090358532835,-123.36999999999989
55787.11524366324,0.0
4381.803114930136,484.8000000000002
4620.778638926566,0.0
69636.76349945333,0.0
8099.741647682057,-52.600000000000364
11391.679790082186,-222.72999999999956
4209.004044492545,-14.819999999999709
57001.685525512454,-57.12000000000262
6981.16156958581,7915.5
10150.16549493489,21.0
10744.981642642759,161.70000000000073
1476.0492140929728,0.0
13117.014363032804,594.7600000000002
5332.484755993879,-594.3400000000001
5070.132964476041,18.31999999999971
4401.114986818577,-445.4200000000001
45168.41755915493,0.0
6974.360802106268,-296.3100000000004
4650.45604624827,1.8500000000003638
6913.463745151834,283.71000000000004
6447.348373034718,-16.73999999999978
5727.208109451497,1884.63
7937.280143269158,0.0
5114.97466936245,20.920000000000073
5912.056912085194,0.0
54908.16020485629,0.0
54252.92389667904,0.0
49623.59308745178,0.0
5419.080466569739,0.0
5384.284932812108,438.2600000000002
3805.797895679007,0.0
6168.846169647057,-236.10999999999967
4094.0084090851647,0.0
6656.291445488765,-48.399999999999636
4690.092849187126,-53.659999999999854
2997.4032555067424,-73.05000000000018
56334.2965082195,320.3600000000006
3938.7807341027537,353.2800000000002
60345.39195712158,-425.9300000000003
6104.358093252374,-221.47999999999956
9691.486509596336,880.8400000000001
14752.308235122598,-1823.1499999999996
6617.719715469139,-125.10000000000036
6338.352839089554,-147.75
6017.505545633631,0.0
3861.1083524860055,219.8499999999999
5947.4747880183895,219.26000000000022
24412.76711353232,0.0
12051.331499716114,139.60000000000036
54838.26031355417,2913.1200000000026
4299.462583445508,264.3699999999999
4578.845637721899,-110.67000000000007
4417.197127076671,-28.729999999999563
12088.467174484897,2629.1900000000005
61884.16199589659,7952.0
6213.881174828613,0.0
3913.4521706044757,-235.4000000000001
4931.842555321617,-422.3599999999997
6329.138962364974,-36.75
1768.369022767557,0.0
59706.94673211248,-114.23999999999796
51968.87235230321,0.0
15824.356267377543,353.35000000000036
4045.478649901519,-41.55000000000018
59239.67986926428,-1111.0400000000009
6577.8447342487525,-497.2399999999998
1437.8990622889542,-314.94000000000005
3081.703319357889,21.570000000000164
4974.891215049781,-9.11999999999989
52707.618486049454,412.1600000000035
4919.450614438392,-218.8699999999999
3063.3418742960926,-0.40000000000009095
10603.025607542668,611.1200000000008
6030.739372609867,-4.199999999999818
4645.409969917029,135.4399999999996
60608.698495723336,3123.540000000001
54415.76166620225,6098.3399999999965
49932.83965598246,0.0
56571.14415929944,0.0
64358.08317852518,-7521.9000000000015
59098.776465135845,4471.0
10178.834714251207,81.53000000000065
5245.190040747608,672.9700000000003
22937.923993177348,6958.970000000001
6296.3642432989445,-8.340000000000146
9721.713435604182,2257.2000000000007
6137.0795160109565,-86.64000000000033
1713.0826188152303,-14.88000000000011
6992.870746452474,-1450.4399999999996
45236.93132893047,0.0
7088.600004216771,-329.78999999999996
69741.72780794014,45.919999999998254
6015.433559812132,-431.5500000000002
37406.882928393985,0.0
72504.8081147664,-3620.3099999999977
56346.73506449227,-1919.5800000000017
51482.308704056035,-372.9599999999991
54968.947903181295,5086.730000000003
3846.1724609984217,-229.46000000000004
56113.0571520551,0.0
49172.68200307217,0.0
4802.664752839289,66.14999999999964
5669.353074159764,-398.5799999999999
4892.584605303834,857.1999999999998
3378.026732979446,-39.5
37064.65939066002,0.0
17506.274322309753,-243.6800000000003
2362.9578072929935,-195.2199999999998
68689.86917905454,-3664.6600000000035
6153.004406799504,-35.86999999999989
5863.9848849452555,129.4399999999996
6933.048582755903,716.4899999999998
4001.3365173614943,-209.3499999999999
11728.961546172332,1127.3799999999992
2443.0896680151013,-74.44999999999982
24104.60551356833,0.0
7569.697979757171,151.6199999999999
4869.957994583031,64.01000000000022
7362.709041735783,-2241.26
6652.415322596858,-1136.6000000000004
6354.045935947336,-234.73999999999978
21829.11717453438,17.959999999999127
58975.67672925998,-1249.25
5769.828185178781,-192.14999999999964
5395.171030168558,-191.97999999999956
8032.113676837772,0.0
5881.245928914134,-218.53999999999996
6052.368861250766,1147.0200000000004
5832.8791730367975,-361.3199999999997
2459.177633374707,0.0
4745.546339191303,-142.89999999999964
51125.43451326256,50.400000000001455
7286.91274878747,-137.6199999999999
6372.773060182475,288.75
61285.22616142385,-4290.8499999999985
5098.514937381334,0.020000000000436557
35809.71129890914,-216.61000000000058
4089.703701969594,7.550000000000182
79172.71674537967,4602.080000000002
55043.6303554216,-3839.3600000000006
5518.813931316537,-481.47000000000025
33174.570346064094,-149.37999999999738
66332.2024688195,0.0
13431.848192484716,-1129.33
43303.56749367429,371.83000000000175
6744.154403759568,-63.75
45188.03024355628,0.0
4356.277599792285,-76.38000000000011
6572.314174465017,-1699.1899999999996
4567.265470713985,0.0
6588.4399078033175,0.0
6785.201138372743,0.0
5596.9924631125705,0.0
4782.979167899435,0.0
10665.781497698677,-478.6100000000006
54910.02711307669,0.0
5106.862767167372,53.9399999999996
13018.181289684893,-649.1100000000006
11673.732598762537,-849.5100000000002
4343.646227837882,593.9899999999998
7728.030192844031,-62.470000000000255
57245.90694497242,-8.62999999999738
31202.542279410005,-124.75
9741.575683908572,-4.200000000000728
7776.199270439762,0.6700000000000728
55478.294813020795,0.0
2767.948431455164,0.0
24150.3536446333,0.0
74123.83498265658,54.88000000000466
4293.336629713281,-2.5799999999999272
22188.958171545535,0.0
34030.52850887856,-743.0599999999977
4769.673209498439,-287.6099999999997
13088.988156492735,-827.4400000000005
7681.8828881021445,-508.5100000000002
52682.194541720295,-87.36000000000058
11453.0662707161,-33.1200000000008
9811.485143821368,0.0
6383.418551872265,-71.10000000000036
40775.394020532156,0.0
3623.830389169974,134.1199999999999
5712.472367277661,0.0
70470.1818546492,7122.5
4688.097024639245,0.0
4494.328223019421,-61.97999999999956
3211.818979725048,2060.57
52192.00460033503,0.0
62228.79368349181,33971.18
4101.499515736369,-36.36000000000013
4894.148835246173,2.2200000000002547
11580.349999433853,-341.27000000000044
8086.982289300924,-183.8800000000001
4707.783242408367,0.0
2287.0995116659597,-9.900000000000091
6102.944612484552,-174.27000000000044
46261.65335290007,-1266.7200000000012
6331.45385126375,95.52000000000044
16207.045492352256,4306.879999999999
5302.3888543593075,351.3800000000001
2892.617257633993,-474.90999999999985
51813.56771702884,0.0
5632.557326905822,407.03999999999996
40611.95303679955,0.0
5613.463140862551,-1039.08
7404.953570656324,-0.5799999999999272
49807.68968058645,0.0
13483.11895470064,1214.17
43971.350443097064,0.0
45869.431081176794,0.0
51535.91341002508,-65.75
5054.744550999983,186.55000000000018
4859.898503595737,-58.63000000000011
6149.871094805938,705.8800000000001
51696.35767176298,0.0
11212.77663948213,-58.8799999999992
45783.14739535378,0.0
8903.547086050785,-2799.8099999999995
30255.81523566926,-196.91999999999825
62957.91197477536,10575.04
4573.984712424211,226.67000000000007
5704.757324531942,0.0
37555.636820891814,0.0
5956.07260790225,-16.800000000000182
2929.9507371012205,-23.480000000000018
51659.73265392352,0.0
7036.223517757134,-143.22000000000025
4926.581612254115,0.0
4723.207320207922,-220.5
51925.394157260656,179.65000000000146
46494.320951423375,-2701.9400000000023
14045.104767164758,1758.9099999999999
6186.366752937406,380.21000000000004
48502.0782268012,0.0
3010.8670759240335,-75.19000000000005
2905.793867882077,1101.79
69506.37460622752,0.0
84261.91651294864,-843.8600000000006
5597.822926595426,-2871.84
4787.860783893418,-9.460000000000036
7778.570042331759,1252.7600000000002
49674.94936228334,0.0
4480.720505528935,-710.04
